climateConceptId;stringRepresentation;incomingConnections (climateConceptIds);outgoingConnections (climateConceptIds);x;y;sourceUrls;sourceOriginalTexts
2155702072;increase_['temperature-raising greenhouse']_gas_emissions;[];[1995958051, 2261956420];2248;1352;[https://www.nbcnews.com/mach/science/without-swift-action-climate-change-heat-waves-could-kill-thousands-ncna1017376];[It predicts that in the absence of significant progress in efforts to curb emissions of temperature-raising greenhouse gases, extreme heat waves could claim thousands of lives in major U.S. cities.]
3943732583;increase_['autumn']_snowfall_occurrence;[];[3226666986];758;536;[https://www.nytimes.com/2020/09/11/climate/california-smoke-wildfires.html];[Normally, Dr. Swain said, what finally extinguishes the fires are autumn rains and snowfall, which historically come in October or November.]
1941133032;increase_[]_land_submersion;[];[2521734572];3740;192;[https://www.fastcompany.com/90288934/how-soon-will-climate-change-force-you-to-move];[Indonesia is sinking as the sea level rises, making disasters like the 2018 tsunami deadlier.]
3871019261;decrease_['fruit']_tree_fruit;[464216524];[];3604;-529;[https://www.thedailybeast.com/get-ready-for-more-coronavirus-nightmares-thanks-to-climate-change];[In the 1998-1999 Nipah virus outbreak in Malaysia that killed more than 100 people, for example, researchers concluded that fruit bats dislodged by forest fires and an El Niño-related drought began feeding on fruit trees grown on the same farms as pigs.]
4016824511;increase_[]_wildfire_potential;[71293932];[];1844;288;[https://media.defense.gov/2019/Jan/29/2002084200/-1/-1/1/CLIMATE-CHANGE-REPORT-2019.PDF];[Additionally, droughts dry out vegetation, increasing wildfire potential/severity.]
440109886;increase_['corn', 'bean']_crop_failure;[3910111755];[2120916949];3451;-705;[https://www.pbs.org/newshour/show/climate-change-is-killing-crops-in-honduras-and-driving-farmers-north];[According to the U.N.'s Food and Agriculture Organization, there's been a surge of migration from rural areas in Honduras, where farmers lost an estimated 82 percent of corn and bean crops last year from lack of rain.]
2071104489;increase_[]_oil_combustion;[];[724883391];1947;1551;[http://nca2014.globalchange.gov/node/1952];[The majority of the warming at the global scale over the past 50 years can only be explained by the effects of human influences,,, especially the emissions from burning fossil fuels (coal, oil, and natural gas) and from deforestation.]
3471779401;increase_['measles']_vaccination_deficiency;[];[4215609966];261;-5;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[Malnutrition, low birth weight, nonexclusive breast-feeding, lack of measles vaccination, outdoor and indoor air pollution and crowding, mother’s education, parental smoking, vitamin A and/or zinc deficiencies are thought to influence children susceptibility to infections in developing countries.]
846388960;increase_[]_personal loss_extent;[913745846, 772006913];[];2088;-1523;[http://www.climatesciencewatch.org/2019/06/28/as-climate-change-creates-a-true-public-health-emergency-trump-administration-quashes-federal-climate-program-and-exiles-its-director/];[“Extreme heat, powerful storms and floods, year-round wildfires, droughts, and other climate-related events have already caused thousands of deaths and displaced tens of thousands of people in the U.S. from their homes, with significant personal loss and mental health impacts especially for first responders and children,” the letter warns.]
3013217654;increase_[]_health care_risk;[1599844502];[];401;53;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[These risks are crop insurance, health care, wildfire suppression, hurricane-related disaster relief, and federal facility flood risk, all of which are anticipated to cost billions of dollars more by the end of the century due to the impacts of climate change.23]
2615415398;increase_['neuroinvasive', 'severe']_West Nile Virus_severity;[];[843551825];653;-225;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Those with the more severe neuroinvasive forms of WNV are at greater risk for depression between 13 to 18 months]
3528475874;increase_['existing']_infrastructure_existence;[];[3906102226];1832;1861;[https://www.nature.com/articles/s41586-019-1364-3];[We estimate that, if operated as historically, existing infrastructure will cumulatively emit about 658 gigatonnes of CO2 (with a range of 226 to 1,479 gigatonnes CO2, depending on the lifetimes and utilization rates assumed).]
2702753839;increase_['compound dry-hot']_weather_extremes;[];[733251100];2181;86;[https://advances.sciencemag.org/content/6/39/eaaz4571];[Multiple >75-year compound events are observed in the coastal Pacific Northwest, inland Southern California, Florida, Maine, and several climate divisions in Texas, which point to the intensification of compound dry-hot extremes over many portions of CONUS with significant socio-environmental repercussions, such as causing very large wildfires (29).]
3639019342;increase_[]_dialysis_dependency;[784400488];[];447;-476;[https://www.forbes.com/sites/judystone/2019/06/26/another-report-links-deadly-vibrio-infections-to-climate-change/];[People often develop shock and may lose limbs or kidneys, resulting in needing dialysis.]
208044122;increase_[]_marginalization_processes;[];[3261786477];1949;-1313;[https://rewire.news/article/2017/10/13/meet-researcher-discovered-gayborhoods-might-hurting-lgbtq-people/];[Processes of social marginalization have led to the establishment of gay enclaves that are both empowering, but also in response to stigmatization and marginalization.]
2370814980;decrease_[]_well-being_condition;[269436326, 237358104, 352074513];[];796;-646;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The impacts of more frequent and intense weather events result in increased stress for responders and threaten their overall mental health and well-being.37, 177, 180People Who Are Homeless\nAbout 30% of people who are chronically homeless suffer from some form of mental illness.181]
1178355390;increase_['water']_droplets_formation difficulty;[];[4061379283, 3400369482];2351;497;[https://www.sciencedaily.com/releases/2019/09/190910154657.htm];[Whether dark or light, according to Randerson, aerosols from fires may also have an effect on clouds that make it harder for water droplets to form in the tropics, and thus reduce rainfall -- and increase drying.]
2817449182;increase_[]_wildfire_severity;[71293932];[305867439];1627;288;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
514338916;increase_['nonstop']_gas flares_occurrence;[];[3334238732];1405;1677;[https://www.nytimes.com/interactive/2020/08/06/climate/climate-change-inequality-heat.html];[In Nigeria, rising temperatures are supercharged by nonstop gas flares.]
3635309554;increase_[]_conditions_likelihood to be hot;[];[1728755136, 2430365567];1524;638;[https://news.stanford.edu/press-releases/2018/11/28/reflections-california-wildfires/];[With regards to the conditions in California over the past few years, it is clear from multiple lines of evidence that California is now in a new climate, in which conditions are much more likely to be hot, leading to earlier melting of snowpack and exacerbating periods of low precipitation when they occur.]
3655745476;increase_[]_ameoba infection_human risk;[1191811279];[];233;-498;[https://www.scientificamerican.com/article/how-the-spreading-symptoms-of-climate-change-can-be-deadly/];["As freshwater lakes get hotter in the summer, that leads to more amoebae in the water and increased human risk," said Sonia Altizer, an associate professor of ecology at the University of Georgia.]
1925045096;increase_['human-caused']_climate change_occurrence;[];[2039271593, 711527506, 1637169655, 2624615736, 434316791, 164674263];2147;1040;[https://www.capeandislands.org/post/2019-could-turn-out-be-classic-example-climate-change];[That persistence, and what Francis calls the waviness of the jet stream, are fingerprints of human-caused climate change, particularly the disproportionate warming of the Arctic.]
